Fahrzeugklasse;Fahrzeugart_Code;Fahrzeugart;SUV;Marken_Code;Marke;Marke_und_Typ;Typ1;Typ2;Typ3;Typ4;Typengenehmigungs.Nr;Typengenehmigungs.Nr_Zusatz;Typ;Variante;Version;Fahrgestell.Nr_Teil;Karosserieform_Code;Karosserieform;Farbe;Farbe_Zusatz;Sitzplätze;Sitzplätze_vorne;Stehplätze;Leergewicht;Nutzlast;Gesamtgewicht;Gesamtzugsgewicht;Anhängelast;Dachlast;Tankinhalt_Aufbaus;Hubraum;Zylinder;Leistung;Motorkennzeichen;Treibstoff_Code;Treibstoff;Hybridcode;CO2.WLTP;CO2.NEFZ;El.Verbrauch;Emissionscode;Getriebe_Code;Getriebe;Getriebe_Detailcode;Antrieb_Code;Antrieb;Achsen;Erstinverkehrsetzung_Jahr;Erstinverkehrsetzung_Monat;Erstinverkehrsetzung_Kanton;Erstinverkehrsetzung_Staat;Gebrauchtcode;Ersterfassung_Jahr;Ersterfassung_Monat;Schildfarbe_Code;Schildfarbe;Schildart_Code;Schildart;Inverkehrsetzung_Status_Code;Inverkehrsetzung_Kanton;PLZ;Staat_Code;Staat;Datenstand
M1;1;Personenwagen;1;4854;AIWAYS;AIWAYS U5;U5;U5;;;1AP103;;;;;LVXMAXBA9NR......;161;Stationswagen;Grau;Metallic;5;2;0;1845;310;2155;0;0;75;0;0;0;150;;E;Elektrisch;N/A;0;NA;17;A24;M;Mechanisch;M1A;V;Vorderrad;2;2023;5;BE;;;NA;NA;0;Weiss;N;Normalschild;I;BE;26..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;1;4854;AIWAYS;AIWAYS U5;U5;U5;;;1AP103;;;;;LVXMAXBA5NR......;161;Stationswagen;Weiss;;5;2;0;1845;310;2155;3655;1500;75;0;0;0;150;;E;Elektrisch;N/A;0;NA;17;A24;M;Mechanisch;M1A;V;Vorderrad;2;2022;8;ZH;;;NA;NA;0;Weiss;N;Normalschild;I;TG;95..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;1;4854;AIWAYS;AIWAYS U5;U5;U5;;;1AP103;;;;;LVXMAXBAXNR......;161;Stationswagen;Weiss;;5;2;0;1845;310;2155;0;0;75;0;0;0;150;;E;Elektrisch;N/A;0;NA;17;A24;M;Mechanisch;M1A;V;Vorderrad;2;2024;3;LU;;;NA;NA;0;Weiss;N;Normalschild;I;LU;62..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;ALFA ROMEO 147 1.9 16V;147 1.9 16V;147;1.9;16V;1AA402;;;;;ZAR93700003......;163;Limousine;Weiss;;5;2;0;1385;445;1830;0;0;60;0;1910;4;125;;D;Diesel;N/A;0;157;;B04;M;Mechanisch;M6;V;Vorderrad;2;2008;9;VD;;;NA;NA;0;Weiss;N;Normalschild;I;SG;92..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;Alfa Romeo 147 1.9 JTD 100;147 1.9 JTD 100;147;1.9;JTD 100;1AA255;;;;;ZAR93700005......;163;Limousine;Grau;Metallic;5;2;0;1405;405;1810;0;0;50;0;1910;4;74;;D;Diesel;N/A;0;155;;B03;M;Mechanisch;M5;V;Vorderrad;2;2004;11;ZH;;;NA;NA;0;Weiss;N;Normalschild;I;AG;55..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;Alfa Romeo 147 3.2 GTA;147 3.2 GTA;147;3.2;GTA;1AA250;;;;;ZAR93700003......;163;Limousine;Rot;;5;2;0;1458;422;1880;0;0;50;0;3179;6;184;;B;Benzin;N/A;0;287;;B04;M;Mechanisch;M6;V;Vorderrad;2;2003;6;ZH;;;NA;NA;0;Weiss;N;Normalschild;I;AG;56..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;Alfa Romeo 156 2.0 JTS SEL;156 2.0 JTS SEL;156;2;JTS SEL;1AA239;;;;;ZAR93200000......;163;Limousine;Grau;Metallic;5;2;0;1360;445;1805;0;0;50;0;1970;4;122;;B;Benzin;N/A;0;205;;B04;M;Mechanisch;M5A;V;Vorderrad;2;2004;6;VD;;;NA;NA;0;Weiss;N;Normalschild;I;AG;48..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;ALFA ROMEO 156SW 2.0 JTS;156SW 2.0 JTS;156SW;2;JTS;1AA238;;;;;ZAR93200001......;161;Stationswagen;Grau;;5;2;0;1410;440;1850;0;0;50;0;1970;4;122;;B;Benzin;N/A;0;212;;B04;M;Mechanisch;M5;V;Vorderrad;2;2002;9;TI;;;NA;NA;0;Weiss;N;Normalschild;I;GR;65..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;Alfa Romeo 159;159;159;;;;X;;;;ZAR93900007......;163;Limousine;Grau;Metallic;5;2;0;1130;910;2040;0;0;50;0;1955;4;125;;D;Diesel;N/A;0;NA;;B5a;M;Mechanisch;M6;V;Vorderrad;2;2010;3;AG;Italien;A;2020;10;0;Weiss;N;Normalschild;I;AG;56..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;Alfa Romeo 159 1.9 JTD-16V;159 1.9 JTD-16V;159;1.9;JTD-16V;1AA286;;;;;ZAR93900007......;163;Limousine;Schwarz;Metallic;5;2;0;1610;445;2055;0;0;80;0;1910;4;110;;D;Diesel;N/A;0;159;;B04;M;Mechanisch;M6;V;Vorderrad;2;2006;3;ZH;;;NA;NA;0;Weiss;N;Normalschild;I;ZH;81..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;Alfa Romeo 159 1.9JTD 16V;159 1.9JTD 16V;159;1.9JTD;16V;1AA354;;;;;ZAR93900007......;163;Limousine;Weiss;;5;2;0;1565;475;2040;0;0;80;0;1910;4;110;939A2000;D;Diesel;N/A;0;157;;B04;M;Mechanisch;M6;V;Vorderrad;2;2009;9;NE;;;NA;NA;0;Weiss;N;Normalschild;I;AG;50..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;ALFA ROMEO 159 JTD 150;159 JTD 150;159;JTD;150;X;;;;;ZAR93900007......;161;Stationswagen;Grau;Metallic;5;2;0;1620;470;2090;0;0;0;0;1910;4;110;;D;Diesel;N/A;0;164;;B04;M;Mechanisch;M6;V;Vorderrad;2;2010;6;ZH;Italien;A;2011;7;0;Weiss;N;Normalschild;I;BE;25..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;ALFA ROMEO 159SW 1.8 TB;159SW 1.8 TB;159SW;1.8;TB;1AA418;;;;;ZAR93900007......;161;Stationswagen;Schwarz;Metallic;5;2;0;1555;475;2030;0;0;80;0;1742;4;147;;B;Benzin;N/A;0;194;;B5a;M;Mechanisch;M6;V;Vorderrad;2;2011;4;BE;;;NA;NA;0;Weiss;N;Normalschild;I;SO;47..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;ALFA ROMEO 159SW 1.9JTD16V;159SW 1.9JTD16V;159SW;1.9JTD16V;;1AA317;;;;;ZAR93900007......;161;Stationswagen;Blau;Metallic;5;2;0;1665;0;2110;0;0;80;0;1910;4;110;;D;Diesel;N/A;0;190;;B04;A;Automat;A6;V;Vorderrad;2;2007;10;TI;;;NA;NA;0;Weiss;N;Normalschild;I;TI;69..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;Alfa Romeo 159SW 2.2JTS;159SW 2.2JTS;159SW;2.2JTS;;1AA299;;;;;ZAR93900007......;161;Stationswagen;Schwarz;Metallic;5;2;0;1658;402;2060;0;0;80;0;2198;4;136;;B;Benzin;N/A;0;224;;B04;M;Mechanisch;M6;V;Vorderrad;2;2007;12;ZH;;;NA;NA;0;Weiss;N;Normalschild;I;ZH;80..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;Alfa Romeo 159SW 2.4JTD20V;159SW 2.4JTD20V;159SW;2.4JTD20V;;1AA373;;;;;ZAR93900007......;161;Stationswagen;Grau;Metallic;5;2;0;1730;475;2205;0;0;80;0;2387;5;147;;D;Diesel;N/A;0;210;;B04;A;Automat;A6;V;Vorderrad;2;2009;10;ZH;;;NA;NA;0;Weiss;N;Normalschild;I;VD;18..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;ALFA ROMEO ALFA ROMEO MiTo 1;ALFA ROMEO MiTo 1;ALFA;ROMEO;MiTo 1;1AA412;;;;;ZAR95500001......;163;Limousine;Schwarz;;5;2;0;1220;485;1705;0;0;40;0;1368;4;114;199A8000;B;Benzin;N/A;0;153;;B5a;M;Mechanisch;M6;V;Vorderrad;2;2010;4;GE;;;NA;NA;0;Weiss;N;Normalschild;I;GE;12..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;ALFA ROMEO Giulia 2.0 AT;Giulia 2.0 AT;Giulia;2;AT;1AA591;;;;;ZAREAECN9J7......;163;Limousine;Schwarz;;5;2;0;1650;355;2005;0;0;50;0;1995;4;147;55273835;B;Benzin;N/A;0;138;;B6b;A;Automat;A8;H;Hinterrad;2;2019;1;AI;;;NA;NA;0;Weiss;N;Normalschild;I;TI;69..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;ALFA ROMEO Giulia 2.0 AT;Giulia 2.0 AT;Giulia;2;AT;1AA735;;;;;ZAREAEBN4M7......;163;Limousine;Rot;;5;2;0;1640;420;2060;0;0;50;0;1995;4;148;;B;Benzin;N/A;170;NA;;B6d;A;Automat;A8;H;Hinterrad;2;2022;3;VD;;;NA;NA;0;Weiss;N;Normalschild;I;GE;12..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;Alfa Romeo Giulia 2.0 Q4;Giulia 2.0 Q4;Giulia;2;Q4;1AA739;;;;;ZAREAFDNXN7......;163;Limousine;Rot;Metallic;5;2;0;1620;500;2120;0;0;50;0;1995;4;206;55273835;B;Benzin;N/A;190;NA;;B6d;A;Automat;A8;A;Allrad;2;2022;7;LU;;;NA;NA;0;Weiss;N;Normalschild;I;LU;60..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;ALFA ROMEO Giulia 2.0 Q4;Giulia 2.0 Q4;Giulia;2;Q4;1AA718;;;;;ZAREAFDN6M7......;163;Limousine;Weiss;;5;2;0;1690;430;2120;0;0;50;0;1995;4;206;55273835;B;Benzin;N/A;190;NA;;B6d;A;Automat;A8;A;Allrad;2;2021;3;TG;;;NA;NA;0;Weiss;N;Normalschild;I;BE;49..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;ALFA ROMEO Giulia 2.0 Q4;Giulia 2.0 Q4;Giulia;2;Q4;1AA796;;;;;ZAREAFDN7R7......;163;Limousine;Rot;;5;2;0;1620;500;2120;0;0;50;0;1995;4;206;55273835;B;Benzin;N/A;190;NA;;B6e;A;Automat;A8;A;Allrad;2;2024;6;TI;;;NA;NA;0;Weiss;N;Normalschild;I;TI;65..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;Alfa Romeo Giulia 2.0 Q4;Giulia 2.0 Q4;Giulia;2;Q4;1AA752;;;;;ZAREAFDN7P7......;163;Limousine;Grau;;5;2;0;1620;500;2120;0;0;50;0;1995;4;206;55273835;B;Benzin;N/A;190;NA;;B6d;A;Automat;A8;A;Allrad;2;2023;5;BE;;;NA;NA;0;Weiss;N;Normalschild;I;LU;62..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;Alfa Romeo Giulia 2.0 Q4;Giulia 2.0 Q4;Giulia;2;Q4;1AA569;;;;;ZAREAEGN4J7......;163;Limousine;Schwarz;;5;2;0;1760;345;2105;0;0;50;0;1995;4;206;55273835;B;Benzin;N/A;0;152;;B6b;A;Automat;A8;A;Allrad;2;2018;1;ZH;;;NA;NA;0;Weiss;N;Normalschild;I;AG;56..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;Alfa Romeo Giulia 2.0 Q4;Giulia 2.0 Q4;Giulia;2;Q4;1AA624;;;;;ZAREAFDN9K7......;163;Limousine;Rot;;5;2;0;1690;415;2105;0;0;50;0;1995;4;206;55273835;B;Benzin;N/A;208;178;;B6d;A;Automat;A8;A;Allrad;2;2019;12;AI;;;NA;NA;0;Weiss;N;Normalschild;I;VD;18..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;Alfa Romeo Giulia 2.0 Q4;Giulia 2.0 Q4;Giulia;2;Q4;1AA569;;;;;ZAREAEGN3H7......;163;Limousine;Grau;Metallic;5;2;0;1760;345;2105;0;0;50;0;1995;4;206;55273835;B;Benzin;N/A;0;152;;B6b;A;Automat;A8;A;Allrad;2;2018;2;BS;;;NA;NA;0;Weiss;N;Normalschild;I;AG;48..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;ALFA ROMEO Giulietta;Giulietta;Giulietta;;;X;;;;;ZAR94000007......;163;Limousine;Weiss;;5;2;0;1390;510;1900;0;0;50;0;1598;4;88;55280444;D;Diesel;N/A;0;123;;B6b;M;Mechanisch;M6;V;Vorderrad;2;2019;1;BE;Italien;A;2020;2;0;Weiss;N;Normalschild;I;FR;31..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;Alfa Romeo Giulietta 1.4TB;Giulietta 1.4TB;Giulietta;1.4TB;;1AA659;;;;;ZAR94000007......;163;Limousine;Weiss;;5;2;0;1410;375;1785;0;0;50;0;1368;4;88;940B7000;B;Benzin;N/A;177;162;;B6d;M;Mechanisch;M6;V;Vorderrad;2;2021;1;OW;;;NA;NA;0;Weiss;N;Normalschild;I;LU;60..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;ALFA ROMEO Giulietta 1.4TB;Giulietta 1.4TB;Giulietta;1.4TB;;1AA482;;;;;ZAR94000007......;163;Limousine;Schwarz;;5;2;0;1355;430;1785;0;0;50;0;1368;4;88;198A4000;B;Benzin;N/A;0;149;;B5b;M;Mechanisch;M6;V;Vorderrad;2;2013;2;BS;;;NA;NA;0;Weiss;N;Normalschild;I;BL;42..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;ALFA ROMEO Giulietta 1.4TB;Giulietta 1.4TB;Giulietta;1.4TB;;1AA510;;;;;ZAR94000007......;163;Limousine;Grau;;5;2;0;1380;430;1810;0;0;50;0;1368;4;125;940A2000;B;Benzin;N/A;0;119;;B6b;M;Mechanisch;M6A;V;Vorderrad;2;2014;1;AI;;;NA;NA;0;Weiss;N;Normalschild;I;TG;85..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;Alfa Romeo Giulietta 1.4TB;Giulietta 1.4TB;Giulietta;1.4TB;;1AA456;;;;;ZAR94000007......;163;Limousine;Weiss;;5;2;0;1355;430;1785;0;0;50;0;1368;4;88;198A4000;B;Benzin;N/A;0;149;;B5a;M;Mechanisch;M6;V;Vorderrad;2;2011;7;LU;;;NA;NA;0;Weiss;N;Normalschild;I;AG;48..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;ALFA ROMEO Giulietta 1.4TB;Giulietta 1.4TB;Giulietta;1.4TB;;1AA469;;;;;ZAR94000007......;163;Limousine;Weiss;;5;2;0;1380;430;1810;0;0;50;0;1368;4;125;940A2000;B;Benzin;N/A;0;121;;B5b;M;Mechanisch;M6A;V;Vorderrad;2;2012;6;TG;;;NA;NA;0;Weiss;N;Normalschild;I;TG;82..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;ALFA ROMEO Giulietta 1.4TB;Giulietta 1.4TB;Giulietta;1.4TB;;1AA659;;;;;ZAR94000007......;163;Limousine;Rot;;5;2;0;1410;375;1785;0;0;50;0;1368;4;88;940B7000;B;Benzin;N/A;177;162;;B6d;M;Mechanisch;M6;V;Vorderrad;2;2019;10;GE;;;NA;NA;0;Weiss;N;Normalschild;I;GE;12..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;ALFA ROMEO Giulietta 1.4TB;Giulietta 1.4TB;Giulietta;1.4TB;;1AA503;;;;;ZAR94000007......;163;Limousine;Weiss;;5;2;0;1365;430;1795;0;0;50;0;1368;4;125;940A2000;B;Benzin;N/A;0;131;;B6b;M;Mechanisch;M6;V;Vorderrad;2;2014;3;AI;;;NA;NA;0;Weiss;N;Normalschild;I;SO;50..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;ALFA ROMEO Giulietta 1.4TB;Giulietta 1.4TB;Giulietta;1.4TB;;1AA482;;;;;ZAR94000007......;163;Limousine;Schwarz;;5;2;0;1355;430;1785;0;0;50;0;1368;4;88;198A4000;B;Benzin;N/A;0;149;;B5b;M;Mechanisch;M6;V;Vorderrad;2;2012;12;BE;;;NA;NA;0;Weiss;N;Normalschild;I;FR;31..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;ALFA ROMEO Giulietta 1.4TB;Giulietta 1.4TB;Giulietta;1.4TB;;1AA456;;;;;ZAR94000007......;163;Limousine;Grau;Metallic;5;2;0;1355;430;1785;0;1300;50;0;1368;4;88;198A4000;B;Benzin;N/A;0;149;;B5a;M;Mechanisch;M6;V;Vorderrad;2;2011;12;AI;;;NA;NA;0;Weiss;N;Normalschild;I;BE;37..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;ALFA ROMEO Giulietta 1.4TB;Giulietta 1.4TB;Giulietta;1.4TB;;1AA456;;;;;ZAR94000007......;163;Limousine;Grau;Metallic;5;2;0;1355;430;1785;0;0;50;0;1368;4;88;198A4000;B;Benzin;N/A;0;149;;B5a;M;Mechanisch;M6;V;Vorderrad;2;2011;8;VS;;;NA;NA;0;Weiss;N;Normalschild;I;VS;39..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;ALFA ROMEO Giulietta 1.4TB;Giulietta 1.4TB;Giulietta;1.4TB;;1AA637;;;;;ZAR94000007......;163;Limousine;Rot;;5;2;0;1410;375;1785;0;0;50;0;1368;4;88;;B;Benzin;N/A;190;170;;B6d;M;Mechanisch;M6;V;Vorderrad;2;2019;5;SG;;;NA;NA;0;Weiss;N;Normalschild;I;TG;95..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;ALFA ROMEO Giulietta 1.4TB;Giulietta 1.4TB;Giulietta;1.4TB;;1AA455;;;;;ZAR94000007......;163;Limousine;Weiss;;5;2;0;1365;430;1795;0;0;50;0;1368;4;125;940A2000;B;Benzin;N/A;0;134;;B5a;M;Mechanisch;M6;V;Vorderrad;2;2011;8;AG;;;NA;NA;0;Weiss;N;Normalschild;I;SG;94..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;ALFA ROMEO Giulietta 1750;Giulietta 1750;Giulietta;1750;;1XH363;;;;;ZAR94000007......;163;Limousine;Schwarz;;5;2;0;1395;430;1825;0;0;50;0;1742;4;172.5;940A1000;B;Benzin;N/A;0;177;;B5b;M;Mechanisch;M6;V;Vorderrad;2;2014;10;LU;;;NA;NA;0;Weiss;N;Normalschild;I;BE;35..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;ALFA ROMEO Giulietta 1750;Giulietta 1750;Giulietta;1750;;1AA459;;;;;ZAR94000007......;163;Limousine;Weiss;;5;2;0;1395;430;1825;0;0;50;0;1742;4;172.5;940A1000;B;Benzin;N/A;0;177;;B5a;M;Mechanisch;M6;V;Vorderrad;2;2011;5;SZ;;;NA;NA;0;Weiss;N;Normalschild;I;BL;42..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;ALFA ROMEO Giulietta 1750;Giulietta 1750;Giulietta;1750;;1AA541;;;;;ZAR94000007......;163;Limousine;Grau;;5;2;0;1505;350;1855;0;0;50;0;1742;4;177;940B2000;B;Benzin;N/A;0;157;;B6b;M;Mechanisch;M6A;V;Vorderrad;2;2017;9;GE;;;NA;NA;0;Weiss;N;Normalschild;I;VD;10..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;ALFA ROMEO Giulietta 1750;Giulietta 1750;Giulietta;1750;;1AA459;;;;;ZAR94000007......;163;Limousine;Weiss;;5;2;0;1395;430;1825;0;0;50;0;1742;4;172.5;940A1000;B;Benzin;N/A;0;177;;B5a;M;Mechanisch;M6;V;Vorderrad;2;2011;11;SO;;;NA;NA;0;Weiss;N;Normalschild;I;AG;50..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;ALFA ROMEO Giulietta 1750;Giulietta 1750;Giulietta;1750;;1AA505;;;;;ZAR94000007......;163;Limousine;Schwarz;Metallic;5;2;0;1499;326;1825;0;0;50;0;1742;4;177;940B2000;B;Benzin;N/A;0;162;;B6b;M;Mechanisch;M6A;V;Vorderrad;2;2015;2;VD;;;NA;NA;0;Weiss;N;Normalschild;I;VD;18..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;ALFA ROMEO GIULIETTA 2,0;GIULIETTA 2,0;GIULIETTA;2,0;;1771;M;;;;ZAR116A1000......;163;Limousine;Grau;;5;2;0;1100;425;1525;0;0;80;0;1962;4;96;;B;Benzin;N/A;0;162;;B00;M;Mechanisch;;H;Hinterrad;2;1985;11;TI;Italien;A;2006;2;0;Weiss;N;Normalschild;I;TI;65..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;ALFA ROMEO GTV 6 3.0;GTV 6 3.0;GTV;6;3;X;;;;;ZAR116C0035.....;163;Limousine;Weiss;;4;2;0;1290;260;1550;0;0;0;0;2935;0;128;;B;Benzin;N/A;0;NA;;B00;M;Mechanisch;;H;Hinterrad;2;1985;1;TG;Südafrika;A;2023;4;0;Weiss;N;Normalschild;I;TI;40..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;ALFA ROMEO MiTo 1.4;MiTo 1.4;MiTo;1.4;;1AA488;;;;;ZAR95500001......;163;Limousine;Rot;;4;2;0;1165;485;1650;0;0;40;0;1368;4;77;955A6000;B;Benzin;N/A;0;134;;B5b;M;Mechanisch;M6;V;Vorderrad;2;2012;6;VS;;;NA;NA;0;Weiss;N;Normalschild;I;VS;19..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;Alfa Romeo MiTo 1.4TB;MiTo 1.4TB;MiTo;1.4TB;;1AA453;;;;;ZAR95500001......;163;Limousine;Schwarz;Metallic;5;2;0;1220;485;1705;0;0;40;0;1368;4;125;940A2000;B;Benzin;N/A;0;139;;B5a;M;Mechanisch;M6;V;Vorderrad;2;2010;2;BE;;;NA;NA;0;Weiss;N;Normalschild;I;AG;53..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;ALFA ROMEO MiTo 1.4TB;MiTo 1.4TB;MiTo;1.4TB;;1AA435;;;;;ZAR95500001......;163;Limousine;Grau;Metallic;5;2;0;1210;485;1695;0;0;40;0;1368;4;99;955A2000;B;Benzin;N/A;0;129;;B5a;M;Mechanisch;M5;V;Vorderrad;2;2011;5;ZH;;;NA;NA;0;Weiss;N;Normalschild;I;TG;93..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;ALFA ROMEO MiTo 1.4TB;MiTo 1.4TB;MiTo;1.4TB;;1AA453;;;;;ZAR95500001......;163;Limousine;Schwarz;;5;2;0;1220;485;1705;0;0;40;0;1368;4;125;940A2000;B;Benzin;N/A;0;139;;B5a;M;Mechanisch;M6;V;Vorderrad;2;2011;2;SZ;;;NA;NA;0;Weiss;N;Normalschild;I;SZ;88..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;Alfa Romeo MiTo 1.4TB;MiTo 1.4TB;MiTo;1.4TB;;1AA536;;;;;ZAR9550000X......;163;Limousine;Grau;Metallic;5;2;0;1362;368;1730;0;0;40;0;1368;4;125;940A2000;B;Benzin;N/A;0;124;;B6b;M;Mechanisch;M6A;V;Vorderrad;2;2016;12;VD;;;NA;NA;0;Weiss;N;Normalschild;I;ZH;89..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;ALFA ROMEO MiTo 1.4TB;MiTo 1.4TB;MiTo;1.4TB;;1AA535;;;;;ZAR9550000X......;163;Limousine;Schwarz;Metallic;5;2;0;1310;420;1730;0;0;40;0;1368;4;103;955B1000;B;Benzin;N/A;0;124;;B6b;M;Mechanisch;M6A;V;Vorderrad;2;2016;8;BE;;;NA;NA;0;Weiss;N;Normalschild;I;SO;45..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;ALFA ROMEO MITO 1.4TB;MITO 1.4TB;MITO;1.4TB;;1AA435;;;;;ZAR95500001......;163;Limousine;Schwarz;;4;2;0;1210;485;1695;0;0;75;0;1368;4;99;955A2000;B;Benzin;N/A;0;129;;B5a;M;Mechanisch;M5;V;Vorderrad;2;2011;3;NE;;;NA;NA;0;Weiss;N;Normalschild;I;BE;30..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;Alfa Romeo MiTo 1.4TB;MiTo 1.4TB;MiTo;1.4TB;;1AA435;;;;;ZAR95500001......;163;Limousine;Weiss;;5;2;0;1210;405;1615;0;0;50;0;1368;4;99;955A2000;B;Benzin;N/A;0;129;;B5a;M;Mechanisch;M5;V;Vorderrad;2;2010;10;NE;;;NA;NA;0;Weiss;N;Normalschild;I;NE;15..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;Alfa Romeo Spider 2,0;Spider 2,0;Spider;2,0;;1785;;;;;ZAR11538002......;176;Offen mit Verdeck / Hardtop;Rot;;2;2;0;1055;305;1360;0;0;50;0;1961;0;0;;B;Benzin;N/A;0;NA;;B00;M;Mechanisch;M5;H;Hinterrad;2;1983;5;AG;;;NA;NA;0;Weiss;N;Normalschild;I;AG;43..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;ALFA ROMEO Spider 2.0;Spider 2.0;Spider;2;;1A2023;;;;;ZAR11500006......;175;Offen;Rot;;2;2;0;1110;190;1300;0;0;0;0;1961;4;86;;B;Benzin;N/A;0;NA;;B01;M;Mechanisch;M5;H;Hinterrad;2;1991;4;BL;;;NA;NA;0;Weiss;N;Normalschild;I;BL;41..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3003;ALFA ROMEO;ALFA ROMEO Spider 2.0;Spider 2.0;Spider;2;;1785;M;;;;ZAR11538002......;176;Offen mit Verdeck / Hardtop;Blau;;2;2;0;1055;305;1360;0;0;50;0;1961;4;93;;B;Benzin;N/A;0;158;;B00;M;Mechanisch;;H;Hinterrad;2;1985;10;SZ;;;NA;NA;0;Weiss;N;Normalschild;I;TI;65..;CH;Schweiz;01.07.2024
