Fahrzeugklasse;Fahrzeugart_Code;Fahrzeugart;SUV;Marken_Code;Marke;Marke_und_Typ;Typ1;Typ2;Typ3;Typ4;Typengenehmigungs.Nr;Typengenehmigungs.Nr_Zusatz;Typ;Variante;Version;Fahrgestell.Nr_Teil;Karosserieform_Code;Karosserieform;Farbe;Farbe_Zusatz;Sitzplätze;Sitzplätze_vorne;Stehplätze;Leergewicht;Nutzlast;Gesamtgewicht;Gesamtzugsgewicht;Anhängelast;Dachlast;Tankinhalt_Aufbaus;Hubraum;Zylinder;Leistung;Motorkennzeichen;Treibstoff_Code;Treibstoff;Hybridcode;CO2.WLTP;CO2.NEFZ;El.Verbrauch;Emissionscode;Getriebe_Code;Getriebe;Getriebe_Detailcode;Antrieb_Code;Antrieb;Achsen;Erstinverkehrsetzung_Jahr;Erstinverkehrsetzung_Monat;Erstinverkehrsetzung_Kanton;Erstinverkehrsetzung_Staat;Gebrauchtcode;Ersterfassung_Jahr;Ersterfassung_Monat;Schildfarbe_Code;Schildfarbe;Schildart_Code;Schildart;Inverkehrsetzung_Status_Code;Inverkehrsetzung_Kanton;PLZ;Staat_Code;Staat;Datenstand
M1;1;Personenwagen;0;3019;FIAT;FIAT 500X 1.4 TB 4X4;500X 1.4 TB 4X4;500X;1.4;TB 4X4;1FC580;;;;;ZFA3340000P......;161;Stationswagen;Schwarz;;5;2;0;1580;520;2100;0;0;50;0;1368;4;125;55263623;B;Benzin;N/A;0;157;;B6b;A;Automat;A9;A;Allrad;2;2018;2;VS;;;NA;NA;0;Weiss;N;Normalschild;I;VS;39..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;FIAT 500X 1.4 TB 4X4;500X 1.4 TB 4X4;500X;1.4;TB 4X4;1FC580;;;;;ZFA3340000P......;161;Stationswagen;Schwarz;;5;2;0;1580;520;2100;0;0;50;0;1368;4;125;55263623;B;Benzin;N/A;0;157;;B6b;A;Automat;A9;A;Allrad;2;2018;9;ZH;;;NA;NA;0;Weiss;N;Normalschild;I;BL;41..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;Fiat 500X 2.0 MJ;500X 2.0 MJ;500X;2;MJ;1FC247;;;;;ZFA3340000P......;161;Stationswagen;Weiss;;5;2;0;1675;425;2100;0;0;50;0;1956;4;103;55263088;D;Diesel;N/A;0;144;;B6b;A;Automat;A9;A;Allrad;2;2017;4;LU;;;NA;NA;0;Weiss;N;Normalschild;I;AG;56..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;FIAT 500X 2.0 MJ;500X 2.0 MJ;500X;2;MJ;1FC247;;;;;ZFA3340000P......;161;Stationswagen;Braun;;5;2;0;1675;425;2100;0;0;50;0;1956;4;103;55263088;D;Diesel;N/A;0;144;;B6b;A;Automat;A9;A;Allrad;2;2015;12;AI;;;NA;NA;0;Weiss;N;Normalschild;I;TI;66..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;FIAT 500X 2.0 MJ;500X 2.0 MJ;500X;2;MJ;1FC247;;;;;ZFA3340000P......;161;Stationswagen;Grau;;5;2;0;1675;425;2100;0;0;50;0;1956;4;103;;D;Diesel;N/A;0;144;;B6b;A;Automat;A9;A;Allrad;2;2015;5;SG;;;NA;NA;0;Weiss;N;Normalschild;I;SG;96..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;FIAT 500X 2.0 MJ 4x4;500X 2.0 MJ 4x4;500X;2;MJ 4x4;1XL942;;;;;ZFA3340000P......;161;Stationswagen;Schwarz;Metallic;5;2;0;1505;545;2050;0;0;50;0;1956;4;103;55263087;D;Diesel;N/A;0;130;;B6b;M;Mechanisch;M6;A;Allrad;2;2016;1;NE;;;NA;NA;0;Weiss;N;Normalschild;I;NE;24..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;FIAT 600;600;600;;;;X;;;;1906...;163;Limousine;Blau;;4;2;0;680;245;925;0;0;0;0;767;0;23.5;;B;Benzin;N/A;0;NA;;B00;M;Mechanisch;M4;H;Hinterrad;2;1964;11;SG;Italien;A;2016;5;0;Weiss;N;Normalschild;I;LU;61..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;FIAT 600 MULTIPLA;600 MULTIPLA;600;MULTIPLA;;;X;;;;101...;163;Limousine;Grau;;6;2;0;750;480;1230;0;0;0;0;767;4;23.18;;B;Benzin;N/A;0;105;;B00;M;Mechanisch;M;H;Hinterrad;2;1962;1;TI;Italien;A;2010;6;0;Weiss;N;Normalschild;I;LU;60..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;Fiat Abarth 695;Abarth 695;Abarth;695;;;X;;;;ZFABF13H2NJ......;161;Stationswagen;Grau;;4;2;0;1157;273;1430;0;0;0;0;1368;4;132;;B;Benzin;N/A;0;NA;;B6d;M;Mechanisch;M5A;V;Vorderrad;2;2023;4;AG;Ungarn;A;2023;11;0;Weiss;N;Normalschild;I;VD;18..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;FIAT Barchetta;Barchetta;Barchetta;;;1FA549;;;;;ZFA18300000......;176;Offen mit Verdeck / Hardtop;Grau;;2;2;0;1135;125;1260;0;0;0;0;1747;4;96;;B;Benzin;N/A;0;198;;B02;M;Mechanisch;M5;V;Vorderrad;2;2001;5;ZH;;;NA;NA;0;Weiss;N;Normalschild;I;AG;48..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;FIAT Barchetta;Barchetta;Barchetta;;;1FA833;;;;;ZFA18300000......;176;Offen mit Verdeck / Hardtop;Schwarz;;2;2;0;1135;125;1260;0;0;0;0;1747;4;96;;B;Benzin;N/A;0;198;;B03;M;Mechanisch;M5;V;Vorderrad;2;2002;4;BL;;;NA;NA;0;Weiss;N;Normalschild;I;VD;12..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;FIAT BRAVO 1.4 16V;BRAVO 1.4 16V;BRAVO;1.4;16V;1XC423;;;;;ZFA19800004......;163;Limousine;Weiss;;5;2;0;1308;407;1715;0;0;80;0;1368;4;66;;B;Benzin;N/A;0;146;;B5a;M;Mechanisch;M6;V;Vorderrad;2;2012;5;ZH;;;NA;NA;0;Weiss;N;Normalschild;I;TI;67..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;Fiat Bravo 1.4 16V TB;Bravo 1.4 16V TB;Bravo;1.4;16V TB;1FB570;;;;;ZFA19800004......;163;Limousine;Grau;Metallic;5;2;0;1335;435;1770;0;0;80;0;1368;4;88;198A4000;B;Benzin;N/A;0;146;;B5a;M;Mechanisch;M6;V;Vorderrad;2;2012;4;ZH;;;NA;NA;0;Weiss;N;Normalschild;I;ZH;81..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;Fiat Bravo 1.4 16V TB;Bravo 1.4 16V TB;Bravo;1.4;16V TB;1FB757;;;;;ZFA19800004......;163;Limousine;Schwarz;Metallic;5;2;0;1335;435;1770;0;0;80;0;1368;4;88;198A4000;B;Benzin;N/A;0;146;;B5b;M;Mechanisch;M6;V;Vorderrad;2;2013;12;VD;;;NA;NA;0;Weiss;N;Normalschild;I;BE;34..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;FIAT Bravo 1.4MultiAir;Bravo 1.4MultiAir;Bravo;1.4MultiAir;;1FB569;;;;;ZFA19800004......;163;Limousine;Schwarz;Metallic;5;2;0;1350;435;1785;0;0;80;0;1368;4;103;198A7000;B;Benzin;N/A;0;132;;B5a;M;Mechanisch;M6;V;Vorderrad;2;2011;6;BE;;;NA;NA;0;Weiss;N;Normalschild;I;JU;28..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;Fiat Bravo 1.4T 120MTA;Bravo 1.4T 120MTA;Bravo;1.4T;120MTA;1FB402;;;;;ZFA19800004......;163;Limousine;Grau;Metallic;5;2;0;1335;435;1770;0;0;80;0;1368;4;88;;B;Benzin;N/A;0;154;;B04;M;Mechanisch;M6A;V;Vorderrad;2;2008;7;ZH;;;NA;NA;0;Weiss;N;Normalschild;I;ZH;80..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;FIAT Croma 1.9 JTD 16V;Croma 1.9 JTD 16V;Croma;1.9;JTD 16V;1FB252;;;;;ZFA19400002......;163;Limousine;Grau;Metallic;5;2;0;1739;321;2060;0;0;80;0;1910;4;110;939A2000;D;Diesel;N/A;0;187;;B04;A;Automat;A6;V;Vorderrad;2;2006;3;BE;;;NA;NA;0;Weiss;N;Normalschild;I;JU;29..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;FIAT Doblo 1.4TB CNG;Doblo 1.4TB CNG;Doblo;1.4TB;CNG;1FC258;;;;;ZFA26300006......;163;Limousine;Rot;Metallic;5;2;0;1790;360;2150;0;0;75;0;1368;4;88;198A4000;Y;Erdgas (CNG) / Benzin;N/A;0;134;;B6b;M;Mechanisch;M6;V;Vorderrad;2;2016;7;ZH;;;NA;NA;0;Weiss;N;Normalschild;I;SZ;88..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;FIAT Doblo 1.6 JTD;Doblo 1.6 JTD;Doblo;1.6;JTD;1FB547;;;;;ZFA26300009......;163;Limousine;Blau;Metallic;5;2;0;1485;525;2010;0;0;75;0;1598;4;77;198A3000;D;Diesel;N/A;0;138;;B5a;M;Mechanisch;M6;V;Vorderrad;2;2011;3;FR;;;NA;NA;0;Weiss;N;Normalschild;I;BE;30..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;FIAT Doblo 1.6 MJ;Doblo 1.6 MJ;Doblo;1.6;MJ;1FC333;;;;;ZFA26300006......;163;Limousine;Rot;Metallic;7;2;0;1650;555;2205;0;1300;75;0;1598;4;88;940C1000;D;Diesel;N/A;0;124;;B6b;M;Mechanisch;M6;V;Vorderrad;2;2016;6;JU;;;NA;NA;0;Weiss;N;Normalschild;I;JU;29..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;FIAT Doblo 1.9 JTD PF;Doblo 1.9 JTD PF;Doblo;1.9;JTD PF;1FB280;;;;;ZFA22300005......;163;Limousine;Grau;;5;2;0;1415;525;1940;0;0;100;0;1910;4;88;;D;Diesel;N/A;0;163;;B04;M;Mechanisch;M5;V;Vorderrad;2;2008;6;GE;;;NA;NA;0;Weiss;N;Normalschild;I;BE;32..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;FIAT DUCATO 15Q 3.0 MJ;DUCATO 15Q 3.0 MJ;DUCATO;15Q;3.0 MJ;1FB671;;;;;ZFA25000002......;163;Limousine;Weiss;;9;3;0;2428;872;3300;0;2500;150;0;2999;4;130;;D;Diesel;N/A;0;200;;B5b;M;Mechanisch;M6;V;Vorderrad;2;2012;6;TI;;;NA;NA;0;Weiss;N;Normalschild;I;FR;32..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;FIAT Fiat Panda 1.2;Fiat Panda 1.2;Fiat;Panda;1.2;1FB175;;;;;ZFA16900001......;163;Limousine;Grau;;4;2;0;972;333;1305;0;0;50;0;1242;4;44;188A4000;B;Benzin;N/A;0;138;;B04;M;Mechanisch;M5;V;Vorderrad;2;2009;3;ZH;;;NA;NA;0;Weiss;N;Normalschild;I;GE;12..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;1;5727;FIAT;Fiat Freemont 2.0 AWD;Freemont 2.0 AWD;Freemont;2;AWD;1XJ265;;;;;3C4PFBCY2FT......;161;Stationswagen;Weiss;;7;2;0;2104;493;2597;0;0;68;0;1956;4;125;;D;Diesel;N/A;0;194;;B5b;A;Automat;A6;A;Allrad;2;2015;12;ZH;;;NA;NA;0;Weiss;N;Normalschild;I;ZH;89..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;1;5727;FIAT;Fiat Freemont 2.0 MJ;Freemont 2.0 MJ;Freemont;2;MJ;1FB776;M;;;;3C4PFBCY8CT......;161;Stationswagen;Blau;Metallic;7;2;0;2110;487;2597;0;0;68;0;1956;4;125;939B5000;D;Diesel;N/A;0;194;;B5b;A;Automat;A6;A;Allrad;2;2012;7;ZH;;;NA;NA;0;Weiss;N;Normalschild;I;ZH;80..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;1;5727;FIAT;Fiat Freemont 3.6 AWD;Freemont 3.6 AWD;Freemont;3.6;AWD;1FB743;;;;;3C4PFBBG2CT......;161;Stationswagen;Schwarz;Metallic;7;2;0;1987;536;2523;0;1100;68;0;3604;6;206;G;B;Benzin;N/A;0;262;;B5b;A;Automat;A6;A;Allrad;2;2011;12;SH;;;NA;NA;0;Weiss;N;Normalschild;I;AG;43..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;1;5727;FIAT;FIAT Freemont 3.6 AWD;Freemont 3.6 AWD;Freemont;3.6;AWD;1FB961;;;;;3C4PFBCG5ET......;161;Stationswagen;Weiss;;7;2;0;2067;473;2540;0;0;68;0;3604;6;206;G;B;Benzin;N/A;0;262;;B6b;A;Automat;A6;A;Allrad;2;2014;10;ZH;;;NA;NA;0;Weiss;N;Normalschild;I;VS;39..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;FIAT Idea 1.4;Idea 1.4;Idea;1.4;;1FB178;;;;;ZFA35000000......;163;Limousine;Grau;Metallic;5;2;0;1283;372;1655;0;0;75;0;1368;4;70;;B;Benzin;N/A;0;157;;B04;M;Mechanisch;M5;V;Vorderrad;2;2004;7;ZH;;;NA;NA;0;Weiss;N;Normalschild;I;SG;94..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;Fiat Multipla 1.6 16V;Multipla 1.6 16V;Multipla;1.6;16V;1FA772;;;;;ZFA18600002......;163;Limousine;Blau;;6;3;0;1474;396;1870;0;0;80;0;1581;4;76;182A4000;B;Benzin;N/A;0;205;;B02;M;Mechanisch;M5;V;Vorderrad;2;2000;2;BE;;;NA;NA;0;Weiss;N;Normalschild;I;ZH;83..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;FIAT Panda;Panda;Panda;;;X;;;;;ZFA31200003......;163;Limousine;Schwarz;;4;2;0;1095;325;1420;0;0;50;0;1242;4;51;;B;Benzin;N/A;0;NA;;B6b;M;Mechanisch;M5;V;Vorderrad;2;2018;5;SG;Deutschland;A;2024;3;0;Weiss;N;Normalschild;I;SG;90..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;Fiat Panda;Panda;Panda;;;;X;;;;ZFA31200003......;163;Limousine;Grau;Metallic;4;2;0;1190;405;1595;0;0;50;0;1248;4;55;;D;Diesel;N/A;0;NA;;B5b;M;Mechanisch;M5;A;Allrad;2;2015;6;ZH;Oesterreich;A;2015;8;0;Weiss;N;Normalschild;I;ZH;87..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;FIAT Panda 1.0 GSE;Panda 1.0 GSE;Panda;1;GSE;1FD148;;;;;ZFABF5FJ9M3......;163;Limousine;Weiss;;5;2;0;1090;350;1440;0;0;60;0;999;3;51.5;46341162;C;Benzin / Elektrisch;N/A;134;93;;B6d;M;Mechanisch;M6;V;Vorderrad;2;2021;7;BE;;;NA;NA;0;Weiss;N;Normalschild;I;BE;25..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;Fiat Panda 1.1 4x4;Panda 1.1 4x4;Panda;1.1;4x4;1FA882;;;;;ZFA141A0001......;163;Limousine;Weiss;;5;2;0;875;345;1220;0;0;80;0;1108;4;40;;B;Benzin;N/A;0;204;;B03;M;Mechanisch;M5;A;Allrad;2;2002;7;GE;;;NA;NA;0;Weiss;N;Normalschild;I;VD;10..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;Fiat Panda 1.2;Panda 1.2;Panda;1.2;;1FB175;;;;;ZFA16900000......;163;Limousine;Blau;Metallic;4;2;0;972;333;1305;0;0;50;0;1242;4;44;;B;Benzin;N/A;0;138;;B04;M;Mechanisch;M5;V;Vorderrad;2;2007;7;AI;;;NA;NA;0;Weiss;N;Normalschild;I;AG;56..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;Fiat Panda 1.2;Panda 1.2;Panda;1.2;;1FB175;;;;;ZFA16900001......;163;Limousine;Schwarz;;4;2;0;972;333;1305;0;0;50;0;1242;4;44;;B;Benzin;N/A;0;138;;B04;M;Mechanisch;M5;V;Vorderrad;2;2008;12;AI;;;NA;NA;0;Weiss;N;Normalschild;I;VD;13..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;FIAT Panda 1.2;Panda 1.2;Panda;1.2;;1FB175;;;;;ZFA16900001......;163;Limousine;Schwarz;;4;2;0;972;333;1305;0;0;50;0;1242;4;44;;B;Benzin;N/A;0;138;;B04;M;Mechanisch;M5;V;Vorderrad;2;2009;4;ZH;;;NA;NA;0;Weiss;N;Normalschild;I;GE;12..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;FIAT PANDA 1.2;PANDA 1.2;PANDA;1.2;;1FB528;;;;;ZFA16900004......;163;Limousine;Weiss;;4;2;0;985;320;1305;0;0;50;0;1242;4;51;;B;Benzin;N/A;0;113;;B5a;M;Mechanisch;M5;V;Vorderrad;2;2011;12;TI;;;NA;NA;0;Weiss;N;Normalschild;I;TI;65..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;FIAT PANDA 1.2;PANDA 1.2;PANDA;1.2;;1FB525;;;;;ZFA16900001......;163;Limousine;Blau;;4;2;0;972;333;1305;0;0;50;0;1242;4;44;;B;Benzin;N/A;0;133;;B04;M;Mechanisch;M5;V;Vorderrad;2;2010;8;TI;;;NA;NA;0;Weiss;N;Normalschild;I;TI;69..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;FIAT Panda 1.2;Panda 1.2;Panda;1.2;;1FB175;;;;;ZFA16900001......;163;Limousine;Grau;Metallic;4;2;0;972;333;1305;0;0;50;0;1242;4;44;188A4000;B;Benzin;N/A;0;138;;B04;M;Mechanisch;M5;V;Vorderrad;2;2009;10;LU;;;NA;NA;0;Weiss;N;Normalschild;I;TG;85..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;Fiat Panda 1.2 4x4;Panda 1.2 4x4;Panda;1.2;4x4;1FB230;;;;;ZFA16900000......;163;Limousine;Grau;Metallic;4;2;0;1091;334;1425;0;0;50;0;1242;4;44;;B;Benzin;N/A;0;156;;B04;M;Mechanisch;M5;A;Allrad;2;2006;1;FL;Liechtenstein;A;NA;NA;0;Weiss;N;Normalschild;I;LU;62..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;FIAT Panda 1.2 4x4;Panda 1.2 4x4;Panda;1.2;4x4;1XB978;;;;;ZFA16900001......;163;Limousine;Schwarz;;5;2;0;1068;357;1425;0;0;50;0;1242;4;51;;B;Benzin;N/A;0;139;;B5a;M;Mechanisch;M5;A;Allrad;2;2011;10;ZH;;;NA;NA;0;Weiss;N;Normalschild;I;GR;75..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;FIAT PANDA 1.2 4X4;PANDA 1.2 4X4;PANDA;1.2;4X4;1FB546;;;;;ZFA16900001......;163;Limousine;Blau;;4;2;0;1100;325;1425;0;0;50;0;1242;4;51;;B;Benzin;N/A;0;139;;B5a;M;Mechanisch;M5;A;Allrad;2;2011;12;TI;;;NA;NA;0;Weiss;N;Normalschild;I;TI;68..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;FIAT PANDA 1.2 4X4;PANDA 1.2 4X4;PANDA;1.2;4X4;1FB546;;;;;ZFA16900004......;163;Limousine;Blau;;4;2;0;1100;325;1425;0;0;50;0;1242;4;51;;B;Benzin;N/A;0;139;;B5a;M;Mechanisch;M5;A;Allrad;2;2011;11;TI;;;NA;NA;0;Weiss;N;Normalschild;I;TI;69..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;FIAT Panda 1.2 4x4;Panda 1.2 4x4;Panda;1.2;4x4;1XB857;;;;;ZFA16900001......;163;Limousine;Weiss;;5;2;0;1067;358;1425;0;0;50;0;1242;4;51;;B;Benzin;N/A;0;139;;B5a;M;Mechanisch;M5;A;Allrad;2;2011;11;SG;;;NA;NA;0;Weiss;N;Normalschild;I;SG;86..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;Fiat Panda 1.2 8V;Panda 1.2 8V;Panda;1.2;8V;1FB789;;;;;ZFA31200003......;163;Limousine;Weiss;;4;2;0;1015;425;1440;0;0;60;0;1242;4;51;;B;Benzin;N/A;0;120;;B5b;M;Mechanisch;M5;V;Vorderrad;2;2013;12;TI;;;NA;NA;0;Weiss;N;Normalschild;I;ZH;81..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;FIAT Panda 1.2 8V;Panda 1.2 8V;Panda;1.2;8V;1FC459;;;;;ZFA31200003......;163;Limousine;Grau;;4;2;0;1045;395;1440;0;0;60;0;1242;4;51;169A4000;B;Benzin;N/A;0;119;;B6b;M;Mechanisch;M5;V;Vorderrad;2;2018;6;TI;;;NA;NA;0;Weiss;N;Normalschild;I;TI;69..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;Fiat Panda 1.2 8V;Panda 1.2 8V;Panda;1.2;8V;1FC237;;;;;ZFA31200003......;163;Limousine;Weiss;;5;2;0;1065;375;1440;0;0;60;0;1242;4;51;169A4000;B;Benzin;N/A;0;110;;B6b;M;Mechanisch;M5;V;Vorderrad;2;2017;1;LU;;;NA;NA;0;Weiss;N;Normalschild;I;BE;33..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;FIAT Panda 1.2 8V;Panda 1.2 8V;Panda;1.2;8V;1FB789;;;;;ZFA31200003......;163;Limousine;Rot;Metallic;5;2;0;1015;425;1440;0;0;60;0;1242;4;51;169A4000;B;Benzin;N/A;0;120;;B5b;M;Mechanisch;M5;V;Vorderrad;2;2012;3;BE;;;NA;NA;0;Weiss;N;Normalschild;I;TI;68..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;FIAT Panda 1.2 8V;Panda 1.2 8V;Panda;1.2;8V;1FB789;;;;;ZFA31200003......;163;Limousine;Weiss;;5;2;0;1015;425;1440;0;0;60;0;1242;4;51;169A4000;B;Benzin;N/A;0;120;;B5b;M;Mechanisch;M5;V;Vorderrad;2;2013;6;GE;;;NA;NA;0;Weiss;N;Normalschild;I;BL;41..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;FIAT PANDA 1.2 8V;PANDA 1.2 8V;PANDA;1.2;8V;1FB789;;;;;ZFA31200003......;163;Limousine;Weiss;;4;2;0;1015;0;1420;0;0;60;0;1242;4;51;;B;Benzin;N/A;0;120;;B5b;M;Mechanisch;M5;V;Vorderrad;2;2013;12;TI;;;NA;NA;0;Weiss;N;Normalschild;I;TI;68..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;FIAT PANDA 1.2 8V;PANDA 1.2 8V;PANDA;1.2;8V;1FB789;;;;;ZFA31200003......;163;Limousine;Schwarz;;4;2;0;1015;405;1420;0;0;60;0;1242;4;51;;B;Benzin;N/A;0;120;;B5b;M;Mechanisch;M5;V;Vorderrad;2;2013;10;TI;;;NA;NA;0;Weiss;N;Normalschild;I;TI;66..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;FIAT Panda 1.2 8V;Panda 1.2 8V;Panda;1.2;8V;1FC237;;;;;ZFA31200003......;163;Limousine;Rot;;5;2;0;1065;375;1440;0;0;60;0;1242;4;51;169A4000;B;Benzin;N/A;0;110;;B6b;M;Mechanisch;M5;V;Vorderrad;2;2015;3;FR;;;NA;NA;0;Weiss;N;Normalschild;I;FR;17..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;Fiat Panda 1.2 8V;Panda 1.2 8V;Panda;1.2;8V;1XJ657;;;;;ZFA31200003......;163;Limousine;Weiss;;5;2;0;1027;413;1440;0;0;60;0;1242;4;51;;B;Benzin;N/A;0;120;;B6b;M;Mechanisch;M5;V;Vorderrad;2;2015;1;GL;;;NA;NA;0;Weiss;N;Normalschild;I;BE;30..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;FIAT Panda 1.3 JTD 4x4;Panda 1.3 JTD 4x4;Panda;1.3;JTD 4x4;1FB323;;;;;ZFA16900001......;163;Limousine;Blau;;4;2;0;1150;370;1520;0;0;50;0;1248;4;51;188A8000;D;Diesel;N/A;0;136;;B04;M;Mechanisch;M5;A;Allrad;2;2009;2;VS;;;NA;NA;0;Weiss;N;Normalschild;I;VS;39..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;FIAT Panda 1.3 JTD 4x4;Panda 1.3 JTD 4x4;Panda;1.3;JTD 4x4;1FB558;;;;;ZFA16900004......;163;Limousine;Weiss;;4;2;0;1200;320;1520;0;0;50;0;1248;4;55;169A5000;D;Diesel;N/A;0;128;;B5a;M;Mechanisch;M5;A;Allrad;2;2011;12;VS;;;NA;NA;0;Weiss;N;Normalschild;I;VS;19..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;FIAT Panda 1.3 JTD 4x4;Panda 1.3 JTD 4x4;Panda;1.3;JTD 4x4;1FB261;;;;;ZFA16900000......;163;Limousine;Blau;Metallic;4;2;0;1150;370;1520;0;0;50;0;1248;4;51;;D;Diesel;N/A;0;141;;B04;M;Mechanisch;M5;A;Allrad;2;2006;12;NE;;;NA;NA;0;Weiss;N;Normalschild;I;VS;39..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;FIAT Panda 1.3 JTD 4x4;Panda 1.3 JTD 4x4;Panda;1.3;JTD 4x4;1FB533;;;;;ZFA16900001......;163;Limousine;Weiss;;4;2;0;1150;370;1520;0;900;50;0;1248;4;51;188A8000;D;Diesel;N/A;0;136;;B04;M;Mechanisch;M5;A;Allrad;2;2010;9;ZH;;;NA;NA;0;Weiss;N;Normalschild;I;TI;69..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;FIAT Panda 1.3 MJ 16V;Panda 1.3 MJ 16V;Panda;1.3;MJ 16V;1FC470;;;;;ZFA31200003......;163;Limousine;Grau;;5;2;0;1192;343;1535;0;0;60;0;1248;4;70;312B1000;D;Diesel;N/A;0;94;;B6b;M;Mechanisch;M5;V;Vorderrad;2;2017;7;BE;;;NA;NA;0;Weiss;N;Normalschild;I;BE;25..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;3019;FIAT;FIAT Panda 1.3 MJ 4x4;Panda 1.3 MJ 4x4;Panda;1.3;MJ 4x4;1FB939;;;;;ZFA31200003......;163;Limousine;Rot;Metallic;4;2;0;1190;405;1595;0;0;60;0;1248;4;55;199A9000;D;Diesel;N/A;0;125;;B5b;M;Mechanisch;M5;A;Allrad;2;2014;4;NE;;;NA;NA;0;Weiss;N;Normalschild;I;BL;41..;CH;Schweiz;01.07.2024
